Orthogroup	Choanozoa_Choanoflagellatea_Monosiga_brevicollis	Choanozoa_Choanoflagellatea_Salpingoeca_rosetta	Chordata_Amphioxiformes_Branchiostoma_belcheri	Chordata_Amphioxiformes_Branchiostoma_floridae	Chordata_Amphioxiformes_Branchiostoma_lanceolatum	Chordata_Vertebrata_Bos_taurus	Chordata_Vertebrata_Coturnix_japonica	Chordata_Vertebrata_Danio_rerio	Chordata_Vertebrata_Homo_sapiens	Chordata_Vertebrata_Mus_musculus	Cnidaria_Anthozoa_Acropora_digitifera	Cnidaria_Anthozoa_Exaiptasia_diaphana	Cnidaria_Anthozoa_Nematostella_vectensis	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Xenia_spec	Cnidaria_Cubozoa_Morbakka_virulenta	Cnidaria_Hydrozoa_Clytia_hemispherica	Cnidaria_Hydrozoa_Hydra_vulgaris	Cnidaria_Myxozoa_Thelohanellus_kitauei	Cnidaria_Scyphozoa_Aurelia_aurita	Cnidaria_Staurozoa_Calvadosia_cruxmelitensis	Ctenophora_Nuda_Beroe_ovata	Ctenophora_Tentaculata_Mnemiopsis_leidyi	Ctenophora_Tentaculata_Pleurobrachia_bachei	Insecta_Diptera_Drosophila_melanogaster	Nematoda_Chromadorea_Caenorhabditis_elegans	Placozoa_Trichoplacidae_Trichoplax_spec-H2	Placozoa_Trichoplacidae_Tricoplax_adhaerens	Platyhelminthes_Tricladida_Schmidtea_mediterranea	Porifera_Demospongiae_Amphimedon_queenslandica	Porifera_Demospongiae_Ephydatia_muelleri	Total
OG0000000	1	0	158	153	94	19	19	27	19	22	37	114	38	24	84	2	3	59	1	0	64	81	1	0	0	21	5	0	0	1	123	55	1225
OG0000001	7	17	74	79	77	20	14	17	12	11	63	62	85	47	88	35	62	53	49	0	53	76	21	9	24	13	4	23	25	8	34	38	1200
OG0000002	3	6	52	70	52	32	27	50	18	30	60	55	60	42	45	18	49	56	61	0	34	116	34	42	37	19	5	6	4	10	6	9	1108
OG0000003	9	12	117	124	77	25	11	9	13	24	78	81	60	43	69	30	16	52	36	1	29	47	10	5	24	13	27	11	11	21	1	1	1087
OG0000004	13	26	39	45	26	15	18	17	16	18	58	81	102	68	39	60	31	34	28	1	31	32	9	4	4	0	7	5	0	4	36	4	871
OG0000005	0	0	25	26	28	2	3	7	1	2	22	73	71	12	39	17	67	61	50	1	53	60	10	8	14	0	26	6	7	14	13	7	725
OG0000006	7	19	86	100	107	9	4	2	5	5	51	20	20	34	38	6	15	8	6	0	8	24	28	21	50	5	2	0	0	2	25	17	724
OG0000007	3	3	72	62	76	4	5	3	2	6	30	44	12	36	30	14	15	7	27	0	9	8	12	2	6	19	1	26	34	5	68	44	685
OG0000008	1	7	26	55	30	1	0	0	0	0	51	47	82	44	48	16	17	28	17	0	40	41	3	3	7	0	0	22	39	10	23	9	667
OG0000009	0	1	52	51	49	9	5	11	5	6	32	52	33	36	44	12	29	12	18	1	32	28	4	3	4	10	29	11	13	7	3	6	608
OG0000010	1	2	31	46	46	7	7	10	9	8	17	47	33	11	22	7	32	12	16	1	11	38	16	5	6	33	4	12	8	1	14	7	520
OG0000011	3	4	54	97	65	17	9	11	12	10	5	9	2	2	6	0	0	0	2	0	14	6	28	28	35	0	0	20	18	18	0	1	476
OG0000012	2	5	64	52	62	13	10	6	10	12	6	15	5	2	5	17	6	5	6	0	1	9	34	37	43	7	1	3	2	6	1	0	447
OG0000013	0	0	32	32	19	16	17	29	12	16	15	36	27	10	19	11	16	11	10	0	12	23	5	4	6	11	5	4	4	9	3	2	416
OG0000014	0	0	22	21	28	23	22	13	20	15	21	22	29	13	17	13	21	14	12	0	15	35	0	0	0	19	6	1	1	5	6	1	415
OG0000015	0	0	51	57	45	6	4	5	2	1	23	27	45	25	33	8	14	13	2	0	19	7	6	2	3	0	1	2	1	1	0	2	405
OG0000016	0	0	26	31	29	14	10	10	13	14	8	14	26	8	18	7	15	17	21	0	9	18	12	18	16	8	6	0	0	3	0	0	371
OG0000017	0	0	13	12	17	32	14	17	26	36	3	3	1	5	3	0	12	2	1	73	15	8	5	8	8	43	6	3	2	1	0	0	369
OG0000018	0	1	34	43	26	8	6	7	7	6	18	14	14	5	18	17	6	4	3	0	2	6	2	5	2	0	0	21	6	3	33	32	349
OG0000019	0	0	16	17	18	17	22	29	10	20	9	9	8	6	15	10	9	7	11	2	9	15	11	9	7	11	5	5	5	6	3	6	327
OG0000020	4	2	13	12	45	12	8	17	11	17	12	9	10	8	11	11	8	7	8	0	6	6	0	0	0	0	0	0	0	7	5	5	254
OG0000021	0	0	45	18	33	2	3	2	3	3	7	11	12	3	13	4	9	10	7	0	4	13	14	6	3	1	2	2	2	2	9	4	247
OG0000022	6	7	8	7	17	14	10	17	10	11	6	5	7	5	4	1	3	4	4	10	3	12	6	6	7	4	4	4	3	3	4	11	223
OG0000023	0	0	4	21	7	20	10	10	10	22	2	2	2	4	1	2	5	6	6	3	8	8	6	2	2	13	2	6	8	4	3	20	219
OG0000024	0	0	3	8	11	6	3	3	3	3	5	17	20	22	7	4	9	6	6	0	4	19	7	6	15	2	3	3	2	7	1	9	214
OG0000025	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	212	214
OG0000026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	207	0	211
OG0000027	0	0	37	45	58	1	0	0	0	0	6	7	7	1	26	1	1	2	4	0	0	2	0	0	0	0	0	0	0	0	0	0	198
OG0000028	0	0	33	34	24	7	6	1	6	4	1	2	2	1	2	2	8	4	3	0	1	3	8	14	14	3	2	2	2	5	0	1	195
OG0000029	0	0	10	8	10	0	0	0	0	0	30	16	15	6	38	3	5	6	7	1	16	11	0	0	0	0	0	5	5	1	0	0	193
OG0000030	6	7	7	13	13	3	2	4	2	2	3	5	14	4	4	9	3	4	5	2	3	6	7	8	9	8	2	5	5	2	8	3	178
OG0000031	3	3	27	24	33	1	1	0	0	1	12	6	14	0	12	1	2	10	7	0	12	2	0	0	0	0	0	0	1	0	0	0	172
OG0000032	0	0	44	21	9	0	0	0	0	0	6	29	11	0	8	0	6	2	4	0	2	2	0	0	0	0	0	0	0	0	2	4	150
OG0000033	0	0	15	13	19	1	1	1	0	0	19	26	2	2	24	14	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147
OG0000034	3	5	5	8	7	3	2	3	2	4	3	8	4	6	4	3	7	6	9	0	2	13	8	3	5	3	1	2	3	0	3	2	137
OG0000035	0	0	16	11	12	5	1	4	1	1	9	23	15	0	15	6	5	2	3	1	3	4	0	0	0	0	0	0	0	0	0	0	137
OG0000036	0	0	4	7	8	5	3	3	5	6	3	4	7	1	7	2	11	13	0	0	9	13	1	1	2	1	1	0	0	0	20	0	137
OG0000037	4	6	9	14	20	2	2	6	2	6	2	2	8	3	1	3	7	1	5	0	7	10	0	0	0	1	1	0	0	2	5	6	135
OG0000038	0	0	12	11	15	8	6	10	3	4	12	11	8	8	12	6	2	0	1	0	1	3	0	0	0	1	0	0	0	0	1	0	135
OG0000039	1	0	18	19	34	0	0	0	0	0	6	14	12	3	11	5	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	3	131
OG0000040	0	0	8	7	11	4	3	3	2	3	3	5	9	1	3	4	8	6	22	0	6	9	0	0	0	0	0	1	2	3	3	5	131
OG0000041	1	1	5	4	10	3	3	0	2	2	4	9	7	1	3	14	4	1	3	0	11	3	4	2	5	0	0	2	2	1	3	19	129
OG0000042	1	2	2	30	18	1	0	0	0	0	4	5	6	4	3	4	6	5	5	0	4	10	5	1	4	0	0	0	0	4	0	0	124
OG0000043	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	114	0	0	0	0	0	0	0	123
OG0000044	0	0	6	12	9	8	5	6	8	6	4	3	8	1	3	2	5	3	1	4	3	6	1	2	2	2	0	0	0	0	4	3	117
OG0000045	1	0	2	9	12	5	4	3	5	5	4	4	3	5	3	3	6	7	3	0	4	6	3	1	5	2	1	1	0	1	0	1	109
OG0000046	0	1	0	1	0	0	0	0	0	0	17	33	23	0	18	1	1	7	0	0	2	5	0	0	0	0	0	0	0	0	0	0	109
OG0000047	1	1	12	22	21	0	0	0	0	0	2	3	4	0	1	9	0	0	0	0	0	0	0	0	0	2	0	1	0	1	3	25	108
OG0000048	0	1	16	12	12	7	9	12	10	11	0	0	0	2	0	1	0	3	0	0	0	2	0	1	1	0	0	2	3	1	1	0	107
OG0000049	0	0	6	3	7	9	6	12	8	9	1	1	1	0	1	1	2	1	1	0	2	2	8	3	2	8	1	2	2	0	7	1	107
OG0000050	0	0	57	40	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	105
OG0000051	0	2	7	14	9	0	0	0	0	0	6	3	10	0	8	3	0	4	2	0	1	3	4	8	10	0	0	2	3	1	1	2	103
OG0000052	0	0	17	18	10	0	0	0	0	0	24	1	3	1	9	0	0	0	0	0	3	2	0	5	9	0	0	0	0	0	0	0	102
OG0000053	0	0	34	21	27	0	0	0	0	0	0	3	1	0	3	1	1	1	0	0	2	2	1	1	1	0	0	0	0	1	0	0	100
OG0000054	0	0	3	50	3	1	1	0	1	1	3	2	4	3	3	2	2	2	2	0	1	2	1	1	1	0	0	2	1	0	3	2	97
OG0000055	0	0	27	43	24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	96
OG0000056	0	0	17	29	23	1	0	0	0	0	1	2	3	0	2	0	3	1	4	0	2	3	0	0	0	0	0	1	1	1	1	0	95
OG0000057	0	0	29	50	7	2	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95
OG0000058	1	1	8	9	13	0	0	0	0	0	7	6	10	0	4	7	1	0	1	0	2	10	4	3	1	0	0	3	2	0	0	1	94
OG0000059	0	0	15	14	30	3	3	4	3	4	2	3	5	1	2	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	93
OG0000060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	2	93
OG0000061	2	2	8	4	11	0	0	0	0	0	0	5	4	1	4	2	3	5	2	0	4	2	7	3	2	0	0	6	6	0	1	8	92
OG0000062	0	0	6	4	6	0	0	0	0	0	2	12	21	0	3	3	9	3	2	0	5	5	0	1	1	1	0	2	1	0	5	0	92
OG0000063	0	0	6	4	8	1	3	9	1	3	6	9	8	0	8	1	1	2	6	0	3	1	0	1	0	1	6	0	0	0	4	0	92
OG0000064	2	3	5	5	10	11	5	3	7	8	2	1	3	3	1	1	3	2	1	0	1	5	0	0	0	0	0	0	0	1	0	0	83
OG0000065	0	0	2	2	2	6	5	9	4	5	3	3	2	2	2	3	1	2	1	0	1	1	2	1	4	6	2	2	3	0	1	2	79
OG0000066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	76	1	79
OG0000067	0	0	0	1	2	0	0	0	0	0	6	16	7	0	4	0	1	4	16	0	4	17	0	0	0	0	0	0	0	0	0	0	78
OG0000068	0	0	5	5	2	6	5	12	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	7	0	0	0	5	2	77
OG0000069	0	1	0	1	3	0	0	0	0	0	7	9	4	0	42	3	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	76
OG0000070	1	0	11	10	13	0	3	0	3	1	3	2	1	0	4	2	2	1	0	0	1	5	2	1	3	1	2	0	0	1	0	1	74
OG0000071	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	73
OG0000072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	73
OG0000073	0	0	7	8	3	0	0	0	0	0	13	7	4	1	8	16	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	72
OG0000074	0	1	4	8	25	3	3	5	3	3	0	0	1	1	0	0	0	4	1	0	0	1	0	0	2	2	1	1	1	1	0	0	71
OG0000075	0	0	2	2	1	0	0	0	0	0	7	8	9	4	8	0	7	5	4	0	4	8	1	0	1	0	0	0	0	0	0	0	71
OG0000076	1	0	21	13	15	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	2	0	0	4	3	0	6	0	70
OG0000077	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	65	68
OG0000078	0	0	2	1	2	13	4	5	6	6	0	1	1	1	1	2	0	0	0	0	1	0	8	1	7	2	2	0	0	0	0	0	66
OG0000079	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	54	0	0	0	0	0	2	0	0	1	0	0	0	0	0	3	0	63
OG0000080	0	0	2	2	2	3	3	3	3	3	3	5	4	4	9	0	1	3	3	0	2	2	0	0	0	1	0	1	1	2	0	0	62
OG0000081	1	2	7	1	4	2	2	1	2	2	2	1	3	2	4	1	1	3	2	0	0	3	3	2	3	0	2	1	1	1	1	1	61
OG0000082	0	1	9	7	9	0	0	0	0	0	12	2	3	1	6	1	0	1	6	0	1	2	0	0	0	0	0	0	0	0	0	0	61
OG0000083	0	0	8	6	5	5	4	6	1	3	2	3	2	2	3	2	2	0	1	0	2	1	0	0	0	0	1	0	0	0	0	2	61
OG0000084	0	0	8	13	1	2	3	1	2	3	0	1	2	0	1	0	3	2	0	0	1	3	0	0	0	14	1	0	0	0	0	0	61
OG0000085	0	0	34	21	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	60
OG0000086	1	1	0	1	2	0	0	0	0	0	3	11	5	2	15	9	0	3	0	0	3	1	0	0	0	0	0	0	0	0	2	0	59
OG0000087	0	1	2	13	8	0	0	0	0	0	1	4	5	0	2	1	2	1	1	0	0	5	5	2	2	0	0	2	1	0	0	0	58
OG0000088	0	1	6	5	6	2	2	5	2	2	1	2	1	0	1	1	3	0	0	0	1	1	0	0	1	8	1	1	1	4	0	0	58
OG0000089	0	0	2	2	3	3	3	3	3	3	4	3	2	4	2	1	2	1	1	0	2	5	0	0	0	2	0	1	1	0	2	2	57
OG0000090	0	0	9	10	7	4	4	6	3	2	0	3	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57
OG0000091	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	12	23	19	0	0	0	0	0	0	0	57
OG0000092	0	0	0	0	0	0	0	0	0	0	4	2	6	2	2	0	5	14	2	0	15	5	0	0	0	0	0	0	0	0	0	0	57
OG0000093	1	1	3	1	2	1	2	0	2	4	3	1	2	3	2	6	2	0	1	0	1	1	4	1	1	0	0	0	0	4	7	0	56
OG0000094	0	1	7	10	15	0	0	0	0	0	1	2	2	1	1	1	4	1	1	0	0	2	1	1	1	0	0	1	1	1	1	0	56
OG0000095	0	0	8	7	16	2	2	1	2	0	1	2	6	1	1	0	1	0	0	0	1	0	0	0	0	4	1	0	0	0	0	0	56
OG0000096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	56
OG0000097	0	0	29	18	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55
OG0000098	0	1	35	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54
OG0000099	0	0	1	3	2	0	0	0	0	0	2	8	1	1	1	4	5	6	1	0	1	16	0	0	1	0	0	0	0	0	1	0	54
OG0000100	1	0	0	0	0	0	0	0	0	0	3	9	10	0	4	3	4	3	4	2	2	7	0	0	0	0	0	0	0	0	0	0	52
OG0000101	0	0	7	11	12	0	0	0	0	0	1	3	7	1	0	0	2	2	1	0	1	2	0	0	0	0	0	1	0	1	0	0	52
OG0000102	0	16	0	0	1	2	2	7	4	3	5	1	1	2	1	1	0	0	2	0	1	0	0	0	0	0	1	0	0	0	1	0	51
OG0000103	0	1	3	5	5	0	0	0	0	0	1	4	7	1	1	1	3	1	0	0	1	8	2	1	1	0	0	1	1	0	1	1	50
OG0000104	0	0	2	41	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	50
OG0000105	0	0	0	0	0	0	0	0	0	0	5	18	4	0	15	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
OG0000106	0	0	1	0	0	0	0	0	0	0	7	0	0	0	1	4	1	6	2	0	0	0	7	2	12	0	0	0	0	0	5	1	49
OG0000107	1	0	12	12	11	0	0	0	0	0	1	0	1	1	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	47
OG0000108	0	0	3	2	1	0	0	0	0	0	8	8	10	7	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47
OG0000109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	47
OG0000110	0	0	17	22	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
OG0000111	0	0	2	10	8	0	0	0	0	0	4	5	3	0	4	1	1	1	2	0	0	1	0	0	2	0	0	0	0	1	0	1	46
OG0000112	5	1	1	2	2	2	2	1	1	2	2	3	2	1	2	0	3	1	4	0	6	1	0	0	0	0	0	0	0	0	1	0	45
OG0000113	1	2	3	5	5	0	0	0	0	0	3	1	1	4	2	1	1	1	1	0	3	5	2	1	0	0	0	0	0	1	0	2	45
OG0000114	0	0	1	1	9	2	1	4	2	2	1	1	1	2	1	1	1	1	1	0	1	2	2	1	0	0	1	1	1	1	1	2	45
OG0000115	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
OG0000116	0	0	1	5	5	0	0	0	0	0	5	5	11	1	2	1	3	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	45
OG0000117	0	1	0	0	0	0	0	0	0	0	7	0	0	0	13	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	1	16	44
OG0000118	0	0	0	0	0	0	0	0	0	0	0	15	22	2	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	44
OG0000119	1	1	1	3	3	0	0	0	0	0	1	1	2	1	1	1	2	1	1	0	1	2	2	2	4	0	0	1	1	1	8	1	43
OG0000120	0	0	2	2	4	4	4	3	4	4	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	6	1	0	0	1	0	0	43
OG0000121	0	0	0	4	4	0	0	0	0	0	2	3	3	0	3	1	3	2	5	0	2	7	0	0	1	0	0	0	0	0	1	2	43
OG0000122	0	1	0	2	0	5	2	2	2	2	1	6	4	1	5	0	1	1	2	0	1	2	0	0	1	0	0	0	0	0	0	0	41
OG0000123	0	0	2	4	3	1	2	1	1	3	0	1	1	3	1	0	4	3	1	0	1	9	0	0	0	0	0	0	0	0	0	0	41
OG0000124	0	0	0	0	0	0	0	0	0	0	23	7	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	41
OG0000125	1	0	2	5	6	6	3	4	6	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
OG0000126	0	0	7	5	5	0	0	0	0	0	0	3	5	1	2	0	4	2	0	0	2	2	0	0	0	0	0	1	1	0	0	0	40
OG0000127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	39
OG0000128	1	1	2	2	7	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	3	0	0	0	0	0	0	1	0	0	4	12	38
OG0000129	0	0	5	3	4	0	0	0	0	0	1	1	2	3	3	1	4	1	2	0	4	2	0	0	0	0	0	1	0	1	0	0	38
OG0000130	0	0	0	1	0	0	0	0	0	0	3	12	5	3	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
OG0000131	0	0	0	0	0	0	0	0	0	0	1	4	3	1	2	1	1	2	1	0	0	2	0	0	0	0	0	3	3	1	5	8	38
OG0000132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	38
OG0000133	1	1	2	3	4	0	0	0	0	0	1	1	1	0	1	1	3	1	1	0	1	1	2	1	1	1	0	1	2	2	3	1	37
OG0000134	2	4	1	1	1	0	0	0	0	0	0	3	3	0	2	1	1	2	1	1	1	1	3	1	1	0	0	1	1	1	3	1	37
OG0000135	0	0	1	35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
OG0000136	0	0	12	17	3	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
OG0000137	0	0	5	9	8	0	0	0	0	0	1	5	3	1	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	37
OG0000138	0	0	2	3	3	0	0	0	0	0	1	1	1	1	2	1	4	1	1	0	1	6	5	0	2	0	0	1	1	0	0	0	37
OG0000139	1	0	0	1	2	0	0	0	0	0	6	1	1	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
OG0000140	0	0	12	9	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	36
OG0000141	0	0	1	1	1	3	6	10	3	4	0	0	0	0	0	0	0	0	1	0	0	2	1	0	1	1	0	0	0	1	0	0	36
OG0000142	0	0	0	2	0	0	0	0	0	0	0	2	8	0	12	0	4	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	36
OG0000143	0	0	15	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
OG0000144	0	0	7	14	9	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
OG0000145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34	35
OG0000146	1	1	4	2	3	0	0	0	0	0	0	2	1	2	1	0	3	1	1	0	1	1	2	0	1	0	0	3	2	0	0	2	34
OG0000147	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	2	1	1	8	0	2	4	0	0	0	0	1	0	1	0	4	5	34
OG0000148	0	0	2	2	1	5	3	5	3	3	0	2	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2	2	34
OG0000149	0	0	1	2	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
OG0000150	1	1	1	2	5	2	2	3	2	1	1	1	2	1	1	1	2	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	33
OG0000151	0	0	2	2	1	4	5	10	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
OG0000152	0	0	1	1	1	0	0	0	0	0	1	2	1	2	1	0	2	1	2	0	0	4	1	2	5	0	0	1	1	1	1	2	33
OG0000153	0	0	28	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
OG0000154	0	0	3	7	6	2	2	2	2	2	1	0	0	0	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	33
OG0000155	0	0	0	0	0	0	0	0	0	0	0	5	4	0	2	4	2	1	3	0	2	1	5	2	2	0	0	0	0	0	0	0	33
OG0000156	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	2	0	0	4	1	1	2	0	1	1	1	1	1	1	32
OG0000157	0	2	1	7	2	4	1	5	2	3	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	32
OG0000158	0	1	2	3	3	1	0	0	1	1	3	1	2	1	1	4	1	2	1	0	0	3	0	0	0	0	0	0	0	0	0	1	32
OG0000159	0	0	1	2	2	0	0	0	0	0	3	4	2	1	3	1	2	0	0	0	1	0	1	1	2	0	0	1	0	2	1	2	32
OG0000160	0	0	2	2	3	0	0	0	0	1	1	0	5	6	4	1	2	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	32
OG0000161	0	0	0	0	0	0	0	0	0	0	24	3	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	32
OG0000162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	32
OG0000163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	32
OG0000164	1	0	4	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	31
OG0000165	1	1	2	2	3	0	0	0	0	0	1	1	1	1	2	1	1	0	1	0	1	2	2	1	1	0	0	1	1	0	1	3	31
OG0000166	0	0	2	4	2	4	0	0	0	0	0	2	2	0	2	1	0	0	0	0	2	1	0	0	1	0	1	1	1	1	0	4	31
OG0000167	0	0	7	8	3	2	0	0	0	0	1	0	0	1	0	2	0	0	1	0	2	0	0	1	0	0	0	0	0	0	3	0	31
OG0000168	0	0	13	11	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
OG0000169	0	0	9	3	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
OG0000170	0	0	1	6	4	0	0	0	0	0	6	0	4	1	3	0	0	0	4	0	0	0	0	1	0	0	0	0	0	1	0	0	31
OG0000171	1	1	1	1	3	1	1	2	1	1	2	1	1	0	2	0	2	1	0	0	2	0	1	1	1	0	0	1	1	1	0	0	30
OG0000172	0	0	7	6	2	0	0	0	0	0	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
OG0000173	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	6	18	30
OG0000174	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	24	0	4	0	0	0	0	0	30
OG0000175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	30
OG0000176	1	1	1	4	3	0	0	0	0	0	1	2	3	0	1	0	0	1	1	0	1	3	2	1	0	0	0	1	1	0	1	0	29
OG0000177	1	1	1	2	3	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	2	1	2	1	0	0	1	1	1	1	1	29
OG0000178	0	0	3	5	3	0	1	0	1	0	0	3	2	0	2	0	1	1	0	0	1	0	0	0	0	1	0	0	0	2	1	2	29
OG0000179	0	0	1	1	7	0	0	0	0	0	1	1	0	0	6	0	3	0	2	0	0	0	1	2	3	0	0	0	0	0	0	1	29
OG0000180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	29
OG0000181	0	4	3	3	1	4	4	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	28
OG0000182	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	2	1	2	0	0	1	2	1	1	1	0	0	1	2	0	1	2	28
